30.0;74.0;96.0;56.0
30.0;74.0;92.0;57.1
30.0;74.0;88.0;59.0
30.0;74.0;84.0;60.4
30.0;74.0;80.0;62.4
29.0;75.2;96.0;57.6
29.0;75.2;92.0;59.4
29.0;75.2;88.0;61.4
29.0;75.2;84.0;63.9
29.0;75.2;80.0;66.4
28.0;77.4;96.0;63.0
28.0;77.4;92.0;62.4
28.0;77.4;88.0;65.4
28.0;77.4;84.0;68.9
27.0;81.5;96.0;57.8
27.0;81.5;92.0;67.2
27.0;81.5;88.0;70.9
26.0;83.6;96.0;76.5
